_id	parent_id	title	title_kana	subtitle	subtitle_kana	isbn	author	author_kana	publisher	size	series	series_kana	sales_date	price	url	aff_url	bdate	sd_conv	inmode	c_dtm	memo
233	68	やはり俺の青春ラブコメはまちがっている。（4）	ヤハリ オレ ノ セイシュン ラブコメ ワ マチガッテイル			9784094513325	渡航	ワタリ,ワタル	小学館	文庫	ガガガ文庫	ガガガ ブンコ	2012年03月	637	http://books.rakuten.co.jp/rb/11583996/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11583996%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11583996%26surl%3Dbook			古本	2017/07/20 00:01:32	
234	68	やはり俺の青春ラブコメはまちがっている。（5）	ヤハリ オレ ノ セイシュン ラブコメ ワ マチガッテイル			9784094513561	渡航	ワタリ,ワタル	小学館	文庫	ガガガ文庫	ガガガ ブンコ	2012年07月	616	http://books.rakuten.co.jp/rb/11762021/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11762021%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11762021%26surl%3Dbook			古本	2017/07/20 00:01:38	
235	68	やはり俺の青春ラブコメはまちがっている。（6）	ヤハリ オレ ノ セイシュン ラブコメ ワ マチガッテイル			9784094513806	渡航	ワタリ,ワタル	小学館	文庫	ガガガ文庫	ガガガ ブンコ	2012年11月	679	http://books.rakuten.co.jp/rb/12014644/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12014644%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12014644%26surl%3Dbook			古本	2017/07/20 00:01:44	
236	74	Play推理遊戯	プレイ スイリ ユウギ			9784062769464	日本推理作家協会	ニホン スイリ サッカ キョウカイ	講談社	文庫	講談社文庫	コウダンシャ ブンコ	2011年04月	730	http://books.rakuten.co.jp/rb/11152150/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11152150%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11152150%26surl%3Dbook			古本	2017/07/21 21:36:05	
237	44	夏期限定トロピカルパフェ事件	カキ ゲンテイ トロピカル パフェ ジケン			9784488451028	米澤穂信	ヨネザワ,ホノブ	東京創元社	文庫	創元推理文庫	ソウゲン スイリ ブンコ	2006年04月	616	http://books.rakuten.co.jp/rb/3988524/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3988524%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D3988524%26surl%3Dbook				2017/07/21 22:25:40	
238	76	打ち上げ花火、下から見るか？横から見るか？	ウチアゲハナビ、シタカラミルカ？ヨコカラミルカ？			9784041054888	大根　仁/岩井　俊二	オオネ　ヒトシ/イワイ　シュンジ	KADOKAWA	文庫	角川文庫	カドカワブンコ	2017年06月17日	604	http://books.rakuten.co.jp/rb/14978458/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14978458%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14978458%26surl%3Dbook				2017/09/04 13:48:27	
239	69	天久鷹央の推理カルテ	アメク タカオ ノ スイリ カルテ			9784101800103	知念実希人	チネン,ミキト	新潮社	文庫	新潮文庫	シンチョウ ブンコ	2014年09月29日	594	http://books.rakuten.co.jp/rb/12919516/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12919516%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12919516%26surl%3Dbook				2017/07/21 22:27:12	
240	76	晴れた日は図書館へいこう	ハレタ ヒ ワ トショカン エ イコウ			9784591135303	緑川聖司	ミドリカワ,セイジ	ポプラ社	文庫	ポプラ文庫ピュアフル	ポプラ ブンコ ピュアフル	2013年07月	626	http://books.rakuten.co.jp/rb/12302994/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12302994%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12302994%26surl%3Dbook			古本	2017/07/21 22:27:43	
241	76	奈良鬼物語	ナラ オニモノガタリ			9784878069031	若草登	ワカクサ,ノボル	京阪奈情報教育出版		大和路ろまん文庫	ヤマトジ ロマン ブンコ	2012年10月	864	http://books.rakuten.co.jp/rb/12090733/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12090733%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12090733%26surl%3Dbook			古本	2017/07/21 22:27:57	
242	73	5分で読める！ひと駅ストーリー（乗車編）	ゴフン デ ヨメル ヒトエキ ストーリー			9784800200846	『このミステリーがすごい！』編集部	コノ ミステリー ガ スゴイ ヘンシュウブ	宝島社	文庫	宝島社文庫	タカラジマシャ ブンコ	2012年12月	699	http://books.rakuten.co.jp/rb/12126779/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12126779%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12126779%26surl%3Dbook			古本	2017/07/21 22:28:31	
243	45	俺の妹がこんなに可愛いわけがない（9）	オレ ノ イモウト ガ コンナニ カワイイ ワケ ガ ナイ			9784048708135	伏見つかさ	フシミ,ツカサ	アスキー・メディアワークス	文庫	電撃文庫	デンゲキ ブンコ	2011年09月	594	http://books.rakuten.co.jp/rb/11328318/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11328318%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11328318%26surl%3Dbook			古本	2017/07/21 22:32:38	
244	45	俺の妹がこんなに可愛いわけがない（8）	オレ ノ イモウト ガ コンナニ カワイイ ワケ ガ ナイ			9784048704861	伏見つかさ	フシミ,ツカサ	アスキー・メディアワークス	文庫	電撃文庫	デンゲキ ブンコ	2011年05月	594	http://books.rakuten.co.jp/rb/11180230/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11180230%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11180230%26surl%3Dbook			古本	2017/07/21 22:32:47	
245	70	おまえをオタクにしてやるから、俺をリア充にしてくれ！（2）	オマエ オ オタク ニ シテヤル カラ オレ オ リアジュウ ニ シテクレ			9784040710587	村上凛	ムラカミ,リン	KADOKAWA	文庫	富士見ファンタジア文庫	フジミ ファンタジア ブンコ	2011年11月	626	http://books.rakuten.co.jp/rb/12699465/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12699465%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12699465%26surl%3Dbook			古本	2017/07/21 22:56:57	
246	70	おまえをオタクにしてやるから、俺をリア充にしてくれ！	オマエ オ オタク ニ シテヤル カラ オレ オ リアジュウ ニ シテクレ			9784040710310	村上凛	ムラカミ,リン	KADOKAWA	文庫	富士見ファンタジア文庫	フジミ ファンタジア ブンコ	2011年07月	626	http://books.rakuten.co.jp/rb/12666620/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12666620%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12666620%26surl%3Dbook			古本	2017/07/21 22:57:14	
247	71	仮面病棟	カメン ビョウトウ			9784408551999	知念実希人	チネン,ミキト	実業之日本社	文庫	実業之日本社文庫	ジツギョウ ノ ニホンシャ ブンコ	2014年12月	640	http://books.rakuten.co.jp/rb/13043774/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13043774%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13043774%26surl%3Dbook			古本	2017/08/07 22:14:24	
248	72	やはり俺の青春ラブコメはまちがっている。＠comic（01）	ヤハリ オレ ノ セイシュン ラブコメ ワ マチガッテイル アットマーク コミック			9784091573490	伊緒直道/渡航	イオ,ナオミチ/ワタリ,ワタル	小学館	コミック	サンデーGXコミックス	サンデー ジーエックス コミックス*サンデー ジェネックス コミックス	2013年05月	575	http://books.rakuten.co.jp/rb/12270931/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12270931%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12270931%26surl%3Dbook			古本	2017/08/07 22:15:04	
249	71	時限病棟	ジゲン ビョウトウ			9784408553160	知念実希人	チネン,ミキト	実業之日本社	文庫	実業之日本社文庫	ジツギョウ ノ ニホンシャ ブンコ	2016年10月04日	640	http://books.rakuten.co.jp/rb/14493938/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14493938%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14493938%26surl%3Dbook			古本	2017/08/11 21:00:06	
250	73	5分で読める！ひと駅ストーリー（夏の記憶　東口編）	ゴフン デ ヨメル ヒトエキ ストーリー			9784800210425	『このミステリーがすごい！』編集部	コノ ミステリー ガ スゴイ ヘンシュウブ	宝島社	文庫	宝島社文庫	タカラジマシャ ブンコ	2013年07月	699	http://books.rakuten.co.jp/rb/12381162/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12381162%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12381162%26surl%3Dbook			古本	2017/08/11 21:01:46	
251	147	珈琲店タレーランの事件簿また会えたなら、あなたの淹れた珈琲を	コーヒーテン タレーラン ノ ジケンボ マタ アエタ ナラ アナタ ノ イレタ コーヒ			9784800200723	岡崎琢磨	オカザキ,タクマ	宝島社	文庫	宝島社文庫	タカラジマシャ ブンコ	2012年08月	699	http://books.rakuten.co.jp/rb/11776924/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11776924%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11776924%26surl%3Dbook			古本	2017/08/11 21:04:26	
252	78	春期限定いちごタルト事件（前）	シュンキ ゲンテイ イチゴ タルト ジケン			9784757522305	饅頭屋餡子/米澤穂信	マンジュウヤ,アンコ/ヨネザワ,ホノブ	スクウェア・エニックス	コミック	Ｇファンタジーコミックス	ジー ファンタジー コミックス	2008年02月	596	http://books.rakuten.co.jp/rb/5360929/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5360929%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D5360929%26surl%3Dbook			古本	2017/08/11 21:24:11	
253	78	春期限定いちごタルト事件（後）	シュンキ ゲンテイ イチゴ タルト ジケン			9784757524873	饅頭屋餡子/米澤穂信	マンジュウヤ,アンコ/ヨネザワ,ホノブ	スクウェア・エニックス	コミック	Gファンタジーコミックス	ジー ファンタジー コミックス	2009年02月	616	http://books.rakuten.co.jp/rb/5948979/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5948979%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D5948979%26surl%3Dbook			古本	2017/08/11 21:24:15	
254	79	俺の彼女と幼なじみが修羅場すぎる（1）	オレ ノ カノジョ ト オサナナジミ ガ シュラバスギル			9784757534339	裕時悠示/七介	ナナスケ/ユウジ,ユウジ	スクウェア・エニックス	コミック	ガンガンコミックス・JOKER	ガンガン コミックス ジョーカー	2011年12月	606	http://books.rakuten.co.jp/rb/11442384/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11442384%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11442384%26surl%3Dbook			古本	2017/08/11 21:26:23	
255	79	俺の彼女と幼なじみが修羅場すぎる（2）	オレ ノ カノジョ ト オサナナジミ ガ シュラバスギル			9784757535718	七介/裕時悠示	ナナスケ/ユウジ,ユウジ	スクウェア・エニックス	コミック	ガンガンコミックスJOKER	ガンガン コミックス ジョーカー	2012年04月	606	http://books.rakuten.co.jp/rb/11604244/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11604244%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11604244%26surl%3Dbook			古本	2017/08/11 21:26:18	
256	79	俺の彼女と幼なじみが修羅場すぎる（3）	オレ ノ カノジョ ト オサナナジミ ガ シュラバスギル			9784757536562	七介/裕時悠示	ナナスケ/ユウジ,ユウジ	スクウェア・エニックス	コミック	ガンガンコミックスJOKER	ガンガン コミックス ジョーカー	2012年07月	606	http://books.rakuten.co.jp/rb/11754548/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11754548%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11754548%26surl%3Dbook			古本	2017/08/11 21:25:56	
257	79	俺の彼女と幼なじみが修羅場すぎる（4）	オレ ノ カノジョ ト オサナナジミ ガ シュラバスギル			9784757538337	七介/裕時悠示	ナナスケ/ユウジ,ユウジ	スクウェア・エニックス	コミック	ガンガンコミックスJOKER	ガンガン コミックス ジョーカー	2012年12月	606	http://books.rakuten.co.jp/rb/12086300/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12086300%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12086300%26surl%3Dbook			古本	2017/08/11 21:26:12	
258	41	涼宮ハルヒちゃんの憂鬱（2）	スズミヤ ハルヒ チャン ノ ユウウツ			9784047151581	ぷよ	プヨ	角川書店	コミック	角川コミックス・エース	カドカワ コミックス エース	2008年12月	604	http://books.rakuten.co.jp/rb/5938925/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5938925%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D5938925%26surl%3Dbook			古本	2017/08/11 21:26:51	
259	80	ノーゲーム・ノーライフ（1）	ノー ゲーム ノー ライフ			9784040661148	柊ましろ/榎宮祐	ヒイラギ,マシロ/カミヤ,ユウ	KADOKAWA	コミック	MFコミックス　アライブシリーズ	エムエフ コミックス アライブ シリーズ	2013年11月	565	http://books.rakuten.co.jp/rb/12567986/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12567986%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12567986%26surl%3Dbook			古本	2017/08/11 21:27:22	
260	81	アホガール（1）	アホ ガール			9784063848717	ヒロユキ	ヒロユキ	講談社	コミック	少年マガジンKC	ショウネン マガジン ケイシー	2013年05月	463	http://books.rakuten.co.jp/rb/12270806/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12270806%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12270806%26surl%3Dbook			古本	2017/08/11 21:28:27	
261	41	涼宮ハルヒちゃんの憂鬱（3）	スズミヤ ハルヒ チャン ノ ユウウツ			9784047152632	ぷよ	プヨ	角川書店	コミック	角川コミックス・エース	カドカワ コミックス エース	2009年07月	604	http://books.rakuten.co.jp/rb/6104285/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6104285%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D6104285%26surl%3Dbook			古本	2017/08/13 20:44:43	
262	41	涼宮ハルヒちゃんの憂鬱（4）	スズミヤ ハルヒ チャン ノ ユウウツ			9784047153523	ぷよ	プヨ	角川書店	コミック	角川コミックス・エース	カドカワ コミックス エース	2009年12月	604	http://books.rakuten.co.jp/rb/6242755/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6242755%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D6242755%26surl%3Dbook			古本	2017/08/13 20:44:39	
263	41	涼宮ハルヒちゃんの憂鬱（5）	スズミヤ ハルヒ チャン ノ ユウウツ			9784047155619	ぷよ	プヨ	角川書店	コミック	角川コミックス・エース	カドカワ コミックス エース	2010年11月	604	http://books.rakuten.co.jp/rb/6708136/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6708136%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D6708136%26surl%3Dbook			古本	2017/08/13 20:44:34	
264	41	涼宮ハルヒちゃんの憂鬱（06）	スズミヤ ハルヒ チャン ノ ユウウツ			9784047157798	谷川流/ぷよ	タニガワ,ナガル/プヨ	角川書店	コミック	カドカワコミックスA	カドカワ コミックス エース	2011年09月	604	http://books.rakuten.co.jp/rb/11321844/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11321844%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11321844%26surl%3Dbook			古本	2017/08/13 20:44:28	
265	82	ゲームやるから100円貸して！　（1）	ゲームヤルカラヒャクエンカシテ　1			9784041050477	ナカノ/ザワ	ナカノ/ザワ	KADOKAWA	コミック	角川コミックス・エース	カドカワコミックスエース	2016年12月03日	626	http://books.rakuten.co.jp/rb/14508353/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14508353%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14508353%26surl%3Dbook			古本	2017/08/13 20:45:34	
267	90	迷宮料理人ナギの冒険 〜地下30階から生還するためのレシピ〜	メイキュウリョウリニンナギノボウケン 〜チカサンジュッカイカラセイカンスルタメノレシピ〜			9784048926133	ゆうき　りん/TAKTO	ユウキ　リン/タクト	KADOKAWA	文庫	電撃文庫	デンゲキブンコ	2017年01月10日	680	http://books.rakuten.co.jp/rb/14580705/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14580705%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14580705%26surl%3Dbook				2017/08/18 17:57:51	
268	83	ノーゲーム・ノーライフ9 ゲーマー兄妹は一ターン休むそうです	ノーゲーム・ノーライフ9 ゲーマーキョウダイハイチターンヤスムソウデス			9784040684574	榎宮　祐	カミヤ　ユウ	KADOKAWA	文庫	MF文庫J	エムエフブンコジェイ	2016年08月23日	626	http://books.rakuten.co.jp/rb/14273800/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14273800%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14273800%26surl%3Dbook				2017/08/18 17:58:13	
269	84	二度目の人生を異世界で　2	ニドメノジンセイヲイセカイデ　2			9784040691947	安房さとる/まいん	アボウサトル/マイン	KADOKAWA	コミック			2017年06月23日	648	http://books.rakuten.co.jp/rb/14937746/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14937746%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14937746%26surl%3Dbook				2017/08/18 17:58:56	
270	84	二度目の人生を異世界で　1	ニドメノジンセイヲイセカイデ　1			9784040687056	安房さとる/まいん	アボウサトル/マイン	KADOKAWA	コミック			2016年11月24日	648	http://books.rakuten.co.jp/rb/14491244/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14491244%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14491244%26surl%3Dbook				2017/08/18 17:59:00	
271	65	はいふり　2	ハイフリ　2			9784040688169	阿部　かなり/AIS	アベ　カナリ/エーアイエス	KADOKAWA	コミック	MFコミックス アライブシリーズ	エムエフコミックスアライブシリーズ	2017年02月23日	594	http://books.rakuten.co.jp/rb/14586194/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14586194%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14586194%26surl%3Dbook				2017/08/18 17:59:14	
272	150	本好きの下剋上第一部「本がないなら作ればいい！」（5）（第一部）	ホンズキノゲコクジョウシショニナルタメニハシュダンオ			9784864726023	鈴華/香月美夜	スズカ/カヅキミヤ	TOブックス	コミック			2017年07月28日	604	http://books.rakuten.co.jp/rb/15039507/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15039507%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D15039507%26surl%3Dbook				2017/08/18 17:59:29	
273	113	異世界魔法は遅れてる！1	イセカイマホウハオクレテルイチ			9784865542462	COMTA/樋辻臥命	コムタ/ヒツジガメイ	オーバーラップ	コミック			2017年07月25日	669	http://books.rakuten.co.jp/rb/15006041/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15006041%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D15006041%26surl%3Dbook				2017/08/18 17:59:51	
274	123	シャーロック・ホームズの冒険改版	シャーロック ホームズ ノ ボウケン			9784102134016	アーサー・コナン・ドイル/延原謙	ドイル,アーサー・コナン/ノブハラ,ケン	新潮社	文庫	新潮文庫	シンチョウ ブンコ	2011年04月	594	http://books.rakuten.co.jp/rb/135506/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F135506%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D135506%26surl%3Dbook			古本	2017/08/23 00:53:14	
275	86	天久鷹央の推理カルテ 2	アメクタカオノスイリカルテ02			9784107719607	緒原 博綺/知念 実希人	オハラ ヒロキ/チネン ミキト	新潮社	コミック	バンチコミックス	バンチコミックス	2017年03月09日	626	http://books.rakuten.co.jp/rb/14667778/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14667778%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14667778%26surl%3Dbook			古本	2017/08/23 00:54:29	
276	86	天久鷹央の推理カルテ 1	アメクタカオノスイリカルテ01			9784107719126	緒原 博綺/知念 実希人	オバラ ヒロキ/チネン ミキト	新潮社	コミック	バンチコミックス	バンチコミックス	2016年09月09日	626	http://books.rakuten.co.jp/rb/14394185/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14394185%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14394185%26surl%3Dbook			古本	2017/08/23 00:54:24	
277	67	妹さえいればいい。（2）	イモウト サエ イレバ イイ			9784094515602	平坂読	ヒラサカ,ヨミ	小学館	文庫	ガガガ文庫	ガガガ ブンコ	2015年07月17日	619	http://books.rakuten.co.jp/rb/13307050/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13307050%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13307050%26surl%3Dbook				2017/08/23 23:42:43	
